respondent_id,role_raw,role_other,role_raw_norm,role_other_norm,needs_harmonization,preliminary_category,final_category_appendix_j
RESP_5730a40576,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_5748c6ecea,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_575b390b7a,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_57853f9710,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_57a08e03fa,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_582a83e00b,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_584a502f60,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_5868a4e58b,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_58bd5f1525,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_58d3e7a553,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_58f4097952,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_59e869c5b4,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_59fe85fe90,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_5a31004e0f,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_5a7ac23dc4,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5a89659e19,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_5ab24f7109,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_5b580794fd,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5b70f688f8,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_5b789058de,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_5c4de04129,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_5c597278d3,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_5ca9d7f442,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5cba18a499,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_5cf70e0b00,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5d2329e2e8,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5d43e0f4af,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_5da0b16f79,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_5dad15b54f,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5df5c1dbad,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_5df96f634a,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_5e18e01cdf,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_5e3f94a29a,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_5e54f11265,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5e6d62ca8b,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5e8bd3613b,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5eb938f7c0,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_5ee2d5a25f,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_5f5edd7358,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_5f79330512,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_5f852e4460,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_5fad1bd882,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_602ac7d231,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_6030f9d597,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_60cc596173,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_60fda8e4c0,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_6130201a1b,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_61517a83bc,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_6161ec1638,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_617d97992c,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_61fc090634,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_6211d23c6d,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_623ee70249,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_624bf22bfa,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_627c8b261c,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_628cd3f723,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_6292151a94,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_629fcb4b6d,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_63146dc9b0,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_633c1eb656,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_637b260776,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_6385066cde,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_638809e5c0,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_63ceb4a4ab,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_6414717f64,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_64158e4ae3,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_641e27db49,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_645954db64,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_647c786e80,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_649a38d199,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_64c79825e3,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_64dd334a84,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_64e5ad81bd,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_6507ff2d6c,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6518ce0eac,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_65714c0562,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_65d9e20d2d,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_65f0e5c554,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_661fb2ba30,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_6629620524,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_663e875324,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_66998ac41e,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_669ce3e68f,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_6733072e72,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_6826fba662,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_6829905bd1,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_68685ce298,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_68dbf169da,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_69523328d6,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6958aa35ee,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_697cb67367,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_69b988577b,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_69e5549e34,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_6a46e22820,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_6a47db2eeb,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6a55e624f3,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_6a93e00220,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_6a9bfe1ff5,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6a9c08d162,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_6aafd23de5,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_6acfb0788f,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_6b6285876d,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_6b89059145,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_6b93abe6ec,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_6bc494cf0f,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6bf1210845,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_6bfa389246,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6c2282479e,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_6c5734dc94,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6c651d33aa,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_6c7e1c1e4a,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6d66f9f722,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_6d718918df,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_6d856a3a22,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_6e37655774,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_6e9d000dce,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6e9e2e7f24,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_6ec7198c3e,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_6f263aa072,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_6f2bd33ddc,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_6f41c041d7,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_6f8aafb540,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_6ff7add7e8,Philanthropic Organization,NA,philanthropic organization,NA,FALSE,Philanthropic Organization,Philanthropic Organization
RESP_7013ecc956,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7046a10539,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_70598a3cbd,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_706438222a,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_707b4c3295,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_70dcca19a1,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_714266c464,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_7172d4ebfe,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_719372b091,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_71a2c626c4,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_71e01ca39b,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_7200825cfd,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_727a950f79,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_72ebf63891,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_733b7eec8e,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_73a5a34130,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_73ca7dc4bc,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_73d5943867,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_745067f4e5,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_7461fafa07,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_74d7328ab3,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_74f6e522b2,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_74fb9540c1,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_75020445d9,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_753091923b,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_7547aee714,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_755794c2cc,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_758e5df690,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_75c3bf40d7,Limited Partner,NA,limited partner,NA,FALSE,Limited Partner,Limited Partner
RESP_7631a22bf8,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_7635dd42c8,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_764a27e2c3,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_76595a6560,Angel Investor,NA,angel investor,NA,FALSE,Angel Investor,Angel Investor
RESP_76ef64c766,Nonprofit Organization,NA,nonprofit organization,NA,FALSE,Nonprofit Organization,Nonprofit Organization
RESP_773ea7aa27,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_77604edb67,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_7783e5fe5c,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_77de7566a6,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_784d6cf38d,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_78588f5cf5,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_78c074a8eb,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_793a5a329d,Private Equity Firm,NA,private equity firm,NA,FALSE,Private Equity Firm,Private Equity Firm
RESP_7965e7808e,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_7971debcc1,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_79aff8dc89,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_79ba3404a9,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_79bfc8bb30,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_79d8a32eaa,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7a40b56ed8,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7ab57acd25,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_7ad5b5f899,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_7ae3307176,Family Office: Private wealth management advisory firms serving ultra-high-net-worth individuals or families.,NA,family office private wealth management advisory firms serving ultra high net worth individuals or families,NA,FALSE,Family Office,Family Office
RESP_7b24b6a8d6,"ESG Investor: Investors focusing on environmental, social, and governance factors.",NA,esg investor investors focusing on environmental social and governance factors,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7b2d2e0a63,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7b4c02a194,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7b50d067a9,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_7b59bb3950,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7c272ac2c6,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7c697fd527,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_7cc59a7c26,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_7cc674d764,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7cede5ec51,Academic or Research Institution,NA,academic or research institution,NA,FALSE,Academic or Research Institution,Academic or Research Institution
RESP_7d073614c9,Venture Capital Firm: Investment firms that provide capital to startups and small businesses.,NA,venture capital firm investment firms that provide capital to startups and small businesses,NA,FALSE,Venture Capital Firm,Venture Capital Firm
RESP_7d0b25c29c,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7d512f603a,Government Funding Agency,NA,government funding agency,NA,FALSE,Government Funding Agency,Government Funding Agency
RESP_7d76efc684,Corporate Venture Arm,NA,corporate venture arm,NA,FALSE,Corporate Venture Arm,Corporate Venture Arm
RESP_7deeb49f1d,High Net-Worth Individual,NA,high net worth individual,NA,FALSE,High Net-Worth Individual,High Net-Worth Individual
RESP_7e1fe47a3f,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7e2d2b49c3,Entrepreneur in Climate Technology,NA,entrepreneur in climate technology,NA,FALSE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_7e5ea1559c,NA,NA,NA,NA,FALSE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
